Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512579135998	22.33	8123.22	1.30171	8123.88	1.87794	8123.77	1.73944	8123.84	1.86369	8123.85	2.2087	28.3744
1512579137068	22.32	8123	2.06155	8123.96	2.68452	8123.23	2.16617	8123.88	2.61916	8123.13	2.61854	28.3732
1512579138175	22.3	8123.33	1.5	8123.52	2.66333	8123.69	3.4006	8123.68	2.95409	8123.04	2.68645	28.3821
1512579139250	22.3	8124.22	1.30171	8123.84	2.54427	8124.38	2.78503	8124.6	2.72336	8124.08	2.6139	28.4052
1512579140335	22.3	8124	1.41421	8124.4	1.93649	8124	2.04124	8124.44	2.2745	8123.66	2.31327	28.3949
1512579141367	22.3	8124	1.93649	8123.36	2.05913	8123.46	1.94145	8123.6	2.23607	8122.88	2.45694	28.3884
1512579142393	22.3	8122.67	1.32288	8122.24	1.64012	8122.38	1.50214	8122.36	1.95533	8121.72	2.54633	28.3603
1512579143418	22.31	8122	1.58114	8121.8	1.77951	8121.69	1.6525	8121.88	1.71561	8121.12	2.20116	28.3322
1512579144491	22.3	8120.11	2.02759	8120.2	2.21736	8119.85	2.11527	8120.16	2.37487	8120.05	2.34807	28.2464
1512579145596	22.29	8121	1.93649	8121.04	2.77609	8121.15	2.6409	8121.36	2.56385	8121.42	2.6704	28.3065
1512579146609	22.3	8121	1.93649	8120.68	2.62552	8120.77	2.24179	8120.88	2.4379	8120.87	2.4028	28.2912
1512579147736	22.29	8120.67	1.41421	8119.88	2.2971	8120.23	1.58923	8120.28	1.74452	8120.09	2.49948	28.2732
1512579148762	22.28	8119.33	1.80278	8119.12	1.81016	8119.23	1.5359	8119.4	1.77951	8119.25	2.09732	28.2273
1512579149985	22.29	8121.78	2.27913	8120.84	1.99332	8121.31	2.28709	8121.16	2.4097	8120.32	2.3449	28.3051
1512579151041	22.28	8120.33	1.65831	8119.68	1.7253	8120.31	1.54837	8119.96	1.67033	8119.02	2.17217	28.2552
1512579152079	22.28	8118.22	1.71594	8118.28	1.64621	8118.46	1.6641	8118.56	1.87261	8118.84	2.40154	28.1799
1512579153105	22.27	8119.78	2.27913	8119.12	2.1276	8119.46	2.29548	8119.16	2.07525	8118.73	2.12922	28.1952
1512579154215	22.28	8118.44	1.424	8118.28	2.0108	8118.54	1.94145	8118.36	1.97653	8117.87	2.15843	28.1902
1512579155258	22.28	8118.33	1	8118.2	1.52753	8118.54	1.1266	8118.36	2.30723	8117.5	2.50442	28.1864
1512579156370	22.29	8117.89	1.53659	8117.68	1.65126	8118.08	1.60528	8118	1.97906	8117.04	2.05491	28.1711
1512579157423	22.27	8120.11	1.61589	8118.92	2.27156	8119.69	1.93152	8119.2	2.46644	8117.97	2.4365	28.2411
1512579158461	22.28	8118	1.73205	8117.2	2.32737	8117.85	1.90815	8117.56	2.23756	8116.38	2.42344	28.1788
1512579159487	22.28	8116.67	1.58114	8115.88	2.27889	8116.46	1.8081	8116.08	2.34379	8115.36	2.76569	28.138
1512579160500	22.27	8115.78	1.85592	8115.64	2.01825	8115.69	1.97419	8115.84	2.15407	8115.5	2.58224	28.0999
1512579161518	22.28	8116.33	1.80278	8115.68	2.65707	8116.23	1.73944	8116	2.23607	8115.18	2.48606	28.1178
1512579162564	22.27	8115.11	2.08833	8114.48	2.48529	8114.85	2.03495	8114.84	2.15407	8114.45	2.50809	28.0797
1512579163577	22.28	8114.67	1.93649	8115.2	2.34521	8114.69	2.13638	8115.44	2.58328	8115.49	2.77849	28.0542
1512579164603	22.27	8116.78	1.20185	8115.96	1.67033	8116.23	1.69085	8116.32	1.8421	8115.27	2.47907	28.1265
1512579165641	22.27	8115.22	1.71594	8115.04	1.85921	8115.08	1.97744	8115.12	2.18556	8114.81	2.56913	28.077
1512579166684	22.27	8113.78	2.04803	8114.2	2.16025	8114	1.95789	8114.36	2.25241	8114.34	2.29745	28.0314
1512579167693	22.27	8113.89	1.76383	8114.12	1.9	8114	1.63299	8114.4	2.12132	8114.4	2.17284	28.0277
1512579168719	22.26	8113.33	2.17945	8113.44	1.95959	8113.38	1.85016	8113.76	2.08726	8113.63	2.42292	28.0087
1512579169760	22.27	8114	1.93649	8113.36	2.11896	8113.77	2.20431	8113.68	2.41039	8113.24	2.45484	28.0049
1512579170883	22.27	8112.78	2.27913	8113.16	2.19241	8112.85	2.33973	8113.28	2.52521	8113.19	2.56913	27.9897
1512579172023	22.27	8114.44	1.81046	8113.96	2.85015	8114.62	2.59931	8114.4	2.91548	8113.68	2.44319	28.0466
1512579173164	22.27	8114.67	1.87083	8114	2.46644	8114.54	2.18386	8114.36	2.51462	8112.68	2.37399	28.0478
1512579174175	22.27	8112.22	1.39443	8111.52	2.16256	8111.85	1.67562	8111.8	2.12132	8111.06	2.24116	27.9708
1512579175214	22.26	8115	2	8114.04	2.50799	8114.54	2.43637	8114.08	2.76767	8113.17	2.71828	28.0694
1512579176253	22.26	8114.67	1.5	8114.04	2.18861	8114.15	1.62512	8114.28	2.0108	8113.45	2.6416	28.0478
1512579177382	22.26	8114.67	1.80278	8114.64	1.65529	8114.54	1.56074	8114.8	1.80278	8113.92	2.14553	28.0478
1512579178420	22.26	8114.56	1.66667	8114.68	2.05589	8114.69	1.84321	8114.72	2.07204	8113.89	2.66096	28.0375
1512579179499	22.26	8115	1.41421	8115.04	1.98914	8115.08	1.44115	8115.12	1.58955	8114.08	2.36585	28.0592
1512579180785	22.26	8114.78	1.48137	8114.44	1.66032	8114.62	1.3253	8114.48	1.50333	8113.52	2.3587	28.0516
1512579181905	22.24	8116.33	2.78388	8116	2.3094	8115.92	2.46514	8116	2.25462	8114.94	2.41347	28.0983
1512579182967	22.25	8116.89	1.36423	8116.16	2.21133	8116.69	1.75046	8116.52	2.0232	8115.39	2.53502	28.1109
1512579183976	22.25	8114.44	1.5899	8114.12	2.24202	8114.38	1.93815	8114.48	2.08407	8114.21	2.25429	28.0337
1512579185005	22.25	8115.22	1.39443	8114.92	1.93477	8115	1.52753	8115.28	1.81475	8114.76	2.26333	28.0603
1512579186009	22.24	8116.22	1.92209	8115.4	2.41523	8115.77	2.20431	8116	2.19848	8115.76	2.62504	28.0945
1512579187066	22.26	8115.44	2.06828	8114.72	2.07204	8115.08	2.10006	8115.12	1.96469	8114.53	2.18426	28.0668
1512579188136	22.25	8114.89	1.76383	8114.28	2.24574	8114.54	1.6641	8114.68	2.09603	8114.4	2.23895	28.0576
1512579189231	22.24	8114.67	1.80278	8114.32	1.90875	8114.77	1.64083	8114.72	1.92614	8114.37	2.22542	28.0565
1512579190250	22.25	8117.11	2.75882	8116	2.38048	8116.62	2.53438	8116	2.43242	8114.41	2.44168	28.125
1512579191275	22.24	8115.44	2.06828	8115.2	2.34521	8115.46	2.06621	8115.44	2.38188	8114.47	2.44527	28.0679
1512579192282	22.25	8115.22	1.85592	8115.24	2.04695	8115.31	2.01596	8115.28	2.31876	8114.69	2.58094	28.0538
1512579193369	22.25	8115.22	1.85592	8115.24	2.04695	8115.31	2.01596	8115.28	2.31876	8114.69	2.58094	28.0603
Rebooting
FFC
1512579197975	22.06	8194.44	2.69774	8193.88	2.18556	8193.77	2.55453	8193.64	2.36079	8193.35	2.82662	28.0538
1512579198994	22.12	8186.44	3.00463	8185.56	2.63122	8185.69	3.06552	8185.8	2.51661	8185.07	2.3118	30.5337
1512579200099	22.14	8182.33	1.41421	8181	2.38048	8181.08	2.69139	8181.16	2.32164	8179.97	2.23009	30.3926
1512579201232	22.16	8182	2.44949	8181.64	2.2151	8181.62	2.59931	8181.84	2.35726	8180.66	2.19781	30.3997
1512579202258	22.19	8184	1.65831	8184.6	1.58114	8184.31	1.70219	8184.56	1.50222	8183.63	2.22573	30.4709
1512579203283	22.19	8185.78	2.3863	8186.16	2.2487	8185.69	2.32324	8185.96	2.09125	8185.12	2.16388	30.5376
1512579204325	22.22	8188.33	2.54951	8188.52	2.29347	8188	2.27303	8188.48	2.16256	8187.7	2.19394	30.6049
1512579205449	22.24	8189.33	2.06155	8189.2	1.89297	8188.92	1.84669	8189.24	1.78606	8189	2.09911	30.7142
1512579206474	22.25	8190.33	1.58114	8191.08	2.1587	8190.31	1.84321	8190.68	2.13542	8190.58	2.15923	30.7333
1512579207550	22.27	8190.67	1.22474	8191.24	1.61452	8190.54	1.45002	8191.04	1.61967	8191.5	2.10684	30.7841
1512579208640	22.27	8192.67	2	8193.16	1.62481	8193.08	1.97744	8193.2	1.77951	8193.41	2.21343	30.8705
1512579209666	22.28	8194.11	2.08833	8194.24	1.89912	8194.08	2.01914	8193.96	1.92527	8193.54	1.99201	30.9295
1512579210679	22.28	8193.22	2.33333	8193.48	2.06398	8193.23	2.08782	8193.24	2.14631	8193.24	1.98373	30.8938
1512579211706	22.29	8193.44	1.23603	8194.16	1.74833	8193.92	1.65638	8194.24	1.85472	8194.44	2.35138	30.9087
1512579212760	22.3	8194.44	1.87824	8194.52	1.73494	8194.38	1.60927	8194.52	1.68622	8193.88	1.98203	30.9447
1512579213805	22.31	8192.89	1.45297	8193.36	1.60416	8192.85	1.40512	8193.32	1.67631	8193.31	1.8554	30.909
1512579214829	22.31	8192.33	1.73205	8193	1.84842	8192.38	1.85016	8192.88	2.04776	8192.99	2.11145	30.909
1512579215836	22.32	8191.56	1.5899	8191.56	1.52971	8191.08	1.5525	8191.52	1.80555	8192.32	2.17237	30.8225
1512579216879	22.33	8190.11	1.36423	8190.2	1.44338	8189.69	1.60128	8190.28	1.81475	8191.18	1.96142	30.8167
1512579217919	22.33	8191.89	1.69148	8191.04	1.79072	8191.23	2.16617	8191.24	1.83212	8191.05	2.25171	30.8481
1512579218948	22.32	8191.56	2.00693	8191.2	1.84842	8191.23	1.92154	8191.16	2.15407	8191.07	2.37059	30.8691
1512579220037	22.32	8191.89	1.45297	8191.88	1.71561	8192	1.91485	8191.6	2.12132	8191.16	2.38487	30.8733
1512579221146	22.34	8188.33	1.80278	8188.68	1.77294	8188.46	2.06621	8188.52	1.91746	8188.66	2.02514	30.7412
1512579222255	22.33	8187.56	1.74005	8187.8	1.80278	8187.31	1.75046	8187.36	1.89033	8187.69	2.13032	30.7119
1512579223315	22.33	8186.67	1.87083	8187	1.70783	8186.46	1.71345	8186.64	1.8	8186.59	2.15643	30.6785
1512579224369	22.32	8186.67	2.59808	8186.84	2.26716	8186.46	2.78733	8186.64	2.36079	8185.97	2.48419	30.6785
1512579225395	22.33	8185.33	2.59808	8185.56	1.98074	8185.31	2.28709	8185.48	1.96044	8185.5	2.02105	30.6283
1512579226434	22.33	8184.33	2.73861	8184.88	2.26053	8184.31	2.49615	8184.52	2.06398	8184.54	1.97109	30.6181
1512579227513	22.32	8185.89	3.14024	8185.56	2.51794	8185.69	3.06552	8185.4	2.64575	8184.42	2.34205	30.5885
1512579228600	22.33	8184.78	2.10819	8184.52	1.71075	8184.62	1.85016	8184.32	1.70098	8183.64	2.07491	30.6075
1512579229684	22.33	8183.33	1.65831	8183.84	1.46287	8183.46	1.5064	8183.68	1.46401	8183.21	2.16471	30.5469
1512579230777	22.33	8182.44	2.06828	8182.92	1.44106	8182.77	1.7867	8182.84	1.59896	8182.62	2.0859	30.5136
1512579231889	22.32	8182.33	1.73205	8182	1.38444	8182.31	1.4367	8181.84	1.43411	8181.41	2.08522	30.5177
1512579232911	22.34	8181.11	1.61589	8180.76	1.61452	8180.85	1.51911	8180.36	1.68028	8179.94	2.08713	30.4702
1512579233922	22.32	8179.67	1.32288	8179.88	1.58955	8179.38	1.38675	8179.44	1.44568	8179.19	2.16254	30.4098
1512579234953	22.32	8177.78	0.971825	8177.84	1.65025	8177.38	1.19293	8177.56	1.38684	8177.55	2.11108	30.333
1512579235979	22.32	8177.22	0.971825	8177.64	1.38082	8177	1	8177.44	1.47422	8177.47	2.14577	30.3188
1512579237017	22.32	8176.78	1.48137	8176.52	2.04369	8176.31	2.01596	8176.64	2.17715	8176.34	2.18077	30.3105
1512579238043	22.32	8177.33	2.23607	8176.4	2.17945	8176.46	2.60177	8176.6	2.29129	8175.94	2.12776	30.234
1512579239068	22.32	8176.11	2.36878	8175.32	1.97315	8175.62	2.43374	8175.36	2.01825	8175.47	2.15787	30.2775
1512579240082	22.32	8175.44	1.66667	8174.76	1.66533	8175.08	1.84669	8174.76	1.73877	8174.63	2.24639	30.2463
1512579241107	22.31	8175.56	1.33333	8175.52	1.47535	8175.08	1.49786	8175	1.52753	8174.4	1.94759	30.2693
1512579242149	22.31	8174.78	1.56347	8174.8	1.5	8174.38	1.50214	8174.4	1.60728	8174.01	2.07663	30.2216
1512579243165	22.3	8174.11	1.61589	8173.92	1.73013	8173.46	1.8081	8173.64	1.72916	8173.03	2.00893	30.1905
1512579244228	22.29	8173	1.32288	8172.28	1.90438	8172.23	1.87767	8172.08	1.91311	8172.28	2.1254	30.1494
1512579245258	22.3	8171.89	2.02759	8171.48	1.8735	8171.31	2.25036	8171.56	1.95959	8171.61	2.24055	30.1124
1512579246264	22.3	8171.33	1.41421	8171.32	1.4922	8171	1.29099	8171.36	1.43991	8170.98	2.06397	30.0813
1512579247273	22.3	8171.11	1.69148	8170.6	1.5	8170.54	1.71345	8170.64	1.55134	8170.18	1.92659	30.0796
1512579248312	22.31	8169.78	1.71594	8169.72	1.48661	8169.31	1.6525	8169.48	1.5843	8169.66	2.17877	30.0387
1512579249347	22.29	8168.89	1.83333	8168.64	1.52425	8168.62	1.60927	8168.48	1.63605	8168.64	2.303	29.9872
1512579250512	22.3	8168.22	1.64148	8168.36	1.60416	8168.08	1.38212	8168.16	1.51877	8168.42	2.00391	29.979
1512579251591	22.29	8170.11	2.31541	8170.08	2.1587	8170.08	2.17798	8169.68	2.05589	8168.65	2.30945	30.0363
1512579252648	22.29	8167.78	1.64148	8168.08	1.70587	8167.77	1.87767	8167.72	1.79165	8167.32	2.16953	29.944
1512579253883	22.28	8167.44	1.5899	8167.4	1.52753	8167.54	1.85362	8167.2	1.63299	8166.55	2.22414	29.9318
1512579255026	22.29	8166.22	1.71594	8166.64	1.41067	8166.85	1.86396	8166.64	1.49666	8165.78	2.23241	29.8934
1512579256150	22.28	8164.78	1.92209	8165.56	1.50222	8165.23	1.87767	8165.48	1.5843	8165.32	2.03065	29.8405
1512579257179	22.29	8165.78	2.04803	8165.64	1.91224	8165.46	2.02548	8165.28	2.13151	8164.94	2.09321	29.8706
1512579258214	22.28	8166	1.32288	8165.48	1.75879	8165.92	1.70595	8165.24	1.94251	8164.66	2.3084	29.8706
1512579259240	22.28	8166.22	1.20185	8165.96	1.20692	8166.31	1.31559	8165.84	1.46287	8164.9	2.34068	29.8951
1512579260279	22.27	8165.33	1.41421	8166.04	2.6533	8165.54	2.02548	8165.84	2.73374	8165.97	2.48098	29.834
1512579261290	22.28	8166.11	1.2693	8166.56	1.52971	8166.08	1.25576	8166.24	2.0672	8165.07	2.25345	29.8829
1512579262331	22.27	8164.89	0.927961	8165.48	1.78232	8164.92	1.65638	8165.52	1.61038	8164.76	2.07796	29.8625
1512579263342	22.28	8164.67	2	8164.76	2.00582	8164.54	2.22169	8164.64	1.97653	8164.36	2.47972	29.834
1512579264384	22.27	8165	1.87083	8165.2	1.89297	8164.85	2.11527	8164.96	2.07123	8164.24	2.33969	29.8097
1512579265389	22.28	8164.11	1.2693	8164.8	2.23607	8164.38	1.85016	8164.52	2.29347	8164.69	2.73382	29.8032
1512579266407	22.27	8163.22	1.39443	8163.88	2.26053	8163.46	2.14536	8163.44	2.18098	8163.56	2.38424	29.7707
1512579267445	22.27	8165	2.06155	8165.2	1.95789	8165.15	2.1543	8164.88	2.08806	8164.54	2.76876	29.8357
1512579268487	22.28	8163.44	1.74005	8163.96	2.11108	8163.85	2.11527	8163.68	1.99416	8163.19	2.34441	29.7853
1512579269496	22.28	8163.22	1.56347	8163.6	1.70783	8163.31	1.75046	8163.28	1.69607	8163.11	2.59277	29.7707
1512579270522	22.27	8162.67	1.65831	8163.16	1.86369	8162.62	1.98068	8162.92	1.77764	8163.53	2.32075	29.7504
1512579271547	22.27	8163.22	1.48137	8163.56	1.70978	8163.38	1.89466	8163.4	1.93649	8162.7	2.47294	29.7788
1512579272574	22.27	8161.78	1.30171	8161.96	1.59374	8161.85	1.67562	8161.8	1.95789	8161.68	2.43679	29.718
1512579273645	22.28	8161.78	2.22361	8161	1.84842	8161.46	1.98391	8160.76	1.78606	8160.72	2.26767	29.6921
1512579274657	22.27	8160.11	0.927961	8160.12	1.50886	8160.23	1.16575	8160.12	1.26886	8160.31	2.26769	29.6574
1512579275663	22.27	8159.78	0.833333	8158.96	1.74356	8159.38	1.26085	8158.92	1.68127	8159.68	2.13078	29.6493
1512579276777	22.27	8159.67	0.707107	8159.2	1.75594	8159.38	1.44559	8159.32	1.79629	8159.27	2.29179	29.6412
1512579277828	22.27	8160.44	1.74005	8159.92	1.99833	8160.08	2.17798	8159.8	2.02073	8159.06	2.64809	29.6453
1512579278841	22.27	8160.56	1.5899	8160.52	1.38804	8160.62	1.38675	8160.56	1.50222	8159.37	2.51365	29.6291
1512579279867	22.27	8160.11	2.57121	8160.4	1.93649	8160.08	2.13937	8160.04	2.0306	8159.35	2.30493	29.6251
1512579280892	22.27	8160.22	1.09291	8159.88	1.58955	8159.92	1.32045	8159.6	1.84842	8158.89	2.40952	29.6776
1512579281918	22.27	8159.11	1.16667	8159	1.65831	8159.08	1.44115	8159	1.63299	8158.47	2.32971	29.6331
1512579282959	22.27	8160.89	1.45297	8161	1.89297	8160.54	1.85362	8160.56	1.89473	8159.21	2.61236	29.6251
1512579284081	22.27	8161.56	1.33333	8161.4	1.58114	8160.92	1.70595	8161.2	1.77951	8160.23	2.34739	29.7099
1512579285097	22.27	8160	1.73205	8160.04	1.61967	8159.54	1.89804	8159.84	1.8412	8158.85	2.25074	29.6533
1512579286251	22.27	8159.67	1	8159.72	1.64621	8159.46	1.61325	8159.56	1.63503	8158.57	2.56103	29.6412
1512579287262	22.27	8159	1.93649	8159.48	2.29347	8159	2.16025	8159.4	2.25462	8158.67	2.42216	29.617
1512579288315	22.26	8161.89	1.83333	8160.72	1.94765	8161.38	2.25605	8160.68	2.07605	8159.2	2.58312	29.7059
1512579289427	22.26	8159.89	1.69148	8159.64	1.49666	8159.62	1.80455	8159.56	1.52971	8158.59	2.49235	29.6428
1512579290455	22.27	8158.67	1.73205	8158.84	1.81842	8158.62	1.66024	8158.76	1.96384	8158.25	2.28737	29.6049
1512579291478	22.27	8157	1.80278	8157.32	1.79629	8156.92	1.65638	8157.28	1.81475	8156.92	2.19691	29.5445
1512579292504	22.26	8156.22	1.20185	8156.56	1.78139	8156.31	1.54837	8156.56	1.68523	8156.59	2.48835	29.5099
1512579293542	22.26	8156.44	1.13039	8156.24	1.78606	8156.31	1.75046	8156.32	1.81934	8156.81	2.36212	29.53
1512579294583	22.26	8156.56	1.5899	8156.48	1.41774	8156.31	1.6525	8156.48	1.41774	8156.6	2.14121	29.5163
1512579295629	22.27	8157.89	2.61937	8157.04	2.35372	8157.46	2.96129	8157.04	2.4235	8156.32	2.35598	29.5807
1512579296771	22.27	8156.11	1.61589	8156	1.75594	8155.77	2.12736	8155.84	1.97231	8155.58	2.17126	29.5123
1512579297818	22.27	8155.67	2.06155	8155.68	1.95192	8155.54	2.18386	8155.88	2.18556	8154.95	2.43828	29.4963
1512579298886	22.27	8154.11	1.69148	8154.56	1.91659	8154.62	2.14237	8154.72	1.83757	8154.33	2.32114	29.4401
1512579299912	22.27	8155	1.5	8155.68	1.67631	8155.38	1.55662	8155.4	1.63299	8155.03	2.26944	29.4657
1512579300937	22.27	8156.78	1.98606	8156.72	2.0108	8156.62	1.85016	8156.52	2.27523	8155.23	2.64231	29.5364
1512579301989	22.26	8155.89	1.69148	8155.68	1.62583	8155.85	1.46322	8155.76	1.76257	8155.22	2.27172	29.4978
1512579302996	22.27	8154.78	1.20185	8154.92	1.28841	8154.77	1.48064	8154.92	1.38203	8154.56	2.51396	29.4577
1512579304142	22.26	8155.67	2.59808	8155.84	2.15407	8155.77	2.45472	8155.72	2.0108	8155.73	2.57592	29.4898
1512579305154	22.26	8154.44	2.12786	8154.84	1.772	8154.77	2.04751	8154.84	1.81842	8154.47	2.20096	29.4456
1512579306180	22.26	8154.22	1.92209	8154.48	1.47535	8154.31	1.70219	8154.32	1.86458	8153.73	2.39356	29.4376
1512579307202	22.27	8154.56	2.24227	8154.12	1.98578	8154.08	2.39658	8154.12	2.14709	8154.45	2.60976	29.4561
1512579308255	22.26	8156	2.87228	8155.16	2.76405	8155.23	2.89119	8155	2.82843	8154.4	2.70462	29.5018
1512579309257	22.26	8154.56	2.00693	8154.48	1.8735	8154.23	2.12736	8154.36	2.09921	8154.28	2.40369	29.4496
1512579310341	22.26	8155.11	1.69148	8154.84	1.8412	8154.69	1.60128	8154.64	2.13854	8154.58	2.31296	29.4632
1512579311352	22.26	8154	2.06155	8153.84	1.72434	8153.62	1.93815	8153.84	1.772	8153.93	2.37184	29.4376
1512579312480	22.26	8156.22	2.48886	8155.56	2.06317	8155.92	2.4311	8155.72	2.17025	8154.82	2.43953	29.5043
1512579313518	22.26	8155.22	1.98606	8154.8	1.65831	8155.15	1.77229	8155.08	1.91311	8154.13	2.11611	29.4858
1512579314525	22.26	8153.67	2.06155	8153.56	1.47422	8153.54	1.89804	8153.64	1.60416	8153.44	1.95731	29.4321
1512579315568	22.26	8154.56	1.50923	8154.88	1.81016	8154.85	2.03495	8155	1.82574	8153.77	2.15296	29.4577
1512579316626	22.26	8154.33	1.58114	8154.36	1.62993	8153.85	1.77229	8154.56	1.87261	8154.19	2.21725	29.4481
1512579317690	22.26	8154.33	1.5	8154.84	1.86369	8154.23	1.83275	8154.64	1.95533	8154.35	2.39546	29.4496
1512579318728	22.25	8154.33	2.17945	8154.52	2.21961	8154.15	2.23033	8154.48	2.08407	8154.75	2.50631	29.4351
1512579319754	22.26	8155.67	1.93649	8155.2	1.75594	8155.31	2.05688	8155.16	1.81842	8154.95	2.28842	29.4873
1512579320807	22.25	8157.56	2.24227	8157.12	2.02731	8157.54	2.40192	8157.44	2.00167	8156.93	2.58096	29.5678
1512579321842	22.25	8156	2	8155.88	1.85562	8155.92	2.06	8155.8	2	8155.97	2.56262	29.4953
1512579322862	22.25	8157.11	1.76383	8156.64	1.93391	8156.92	2.2532	8156.44	2.2	8155.31	2.49724	29.5476
1512579323871	22.24	8155.44	2.12786	8155.24	2.02649	8155.38	2.50128	8155.32	2.37557	8155.42	2.69935	29.4873
1512579324928	22.25	8155.56	1.5899	8155.76	1.64012	8155.54	1.56074	8155.48	1.82848	8155.21	2.48716	29.4632
1512579325941	22.23	8156.22	2.43812	8155.96	2.28181	8155.69	2.32324	8155.96	2.24499	8155.43	2.75124	29.4944
1512579327035	22.25	8155.78	1.92209	8155.36	2.05913	8155.46	1.94145	8155.6	2.17945	8155.18	2.49024	29.4873
1512579328299	22.24	8156.11	2.02759	8155.92	1.82392	8156.08	2.21591	8156.24	2.20378	8155.58	2.49688	29.4994
1512579329400	22.25	8155.33	1.73205	8155.08	1.82392	8155	2.04124	8155.12	1.96469	8154.74	2.20738	29.4648
1512579330468	22.24	8154.56	1.74005	8154.96	2.00998	8154.62	2.14237	8154.68	1.90875	8154.53	2.36301	29.4367
1512579331669	22.24	8154.89	2.31541	8155.68	2.51197	8154.85	2.47811	8155.24	2.36784	8154.89	2.39435	29.4552
1512579332745	22.25	8156.22	1.85592	8156.4	1.52753	8156.38	1.60927	8156.32	1.51987	8155.84	2.10656	29.5154
1512579333823	22.24	8156.22	1.71594	8155.76	1.64012	8155.92	1.84669	8155.56	1.82757	8155.67	2.43753	29.5049
1512579334828	22.25	8155.89	2.26078	8155.56	2.29274	8155.92	2.46514	8155.56	2.2	8155.16	2.35334	29.4994
1512579335896	22.24	8155.33	2.73861	8155.36	2.15793	8155.38	2.72453	8155.52	2.18174	8155.81	2.5853	29.4648
1512579336962	22.24	8156.22	2.10819	8156.72	2.11187	8156.46	2.25889	8156.56	2.04287	8156.65	2.32294	29.509
1512579337987	22.25	8155.89	2.42097	8155.56	2.2	8155.62	2.56705	8155.52	2.21961	8156.04	2.84282	29.4953
1512579339028	22.25	8156	2.34521	8155.44	2.18098	8155.62	2.46774	8155.84	2.28546	8156.42	2.61307	29.4953
1512579340034	22.24	8158.33	2.12132	8157.96	1.88149	8158	1.91485	8157.68	1.8421	8157.28	2.1175	29.5799
1512579341082	22.25	8156.78	2.10819	8156.72	1.64621	8156.85	1.90815	8156.48	1.68622	8155.91	2.20735	29.521
1512579342128	22.25	8155.33	1.93649	8155.64	1.75309	8155.46	1.94145	8155.32	1.93046	8155.77	2.28732	29.4712
1512579343153	22.24	8156.78	3.27024	8156.08	2.11975	8156.54	2.75727	8156.12	2.20454	8155.66	2.33308	29.4929
1512579344248	22.26	8156.44	2.12786	8155.64	1.60416	8156	2	8155.44	1.78139	8155.06	2.11056	29.5114
1512579345299	22.25	8155.11	3.05959	8155.12	1.9218	8154.92	2.53185	8155.04	2.00998	8155.45	2.45138	29.4712
1512579346321	22.25	8154.89	2.75882	8154.84	1.95107	8154.77	2.35067	8154.84	2.13464	8155.11	2.46086	29.4552
1512579347325	22.26	8155.89	2.47207	8155.8	1.80278	8155.77	2.12736	8155.44	1.82757	8154.95	2.24476	29.4978
1512579348454	22.25	8156	2.5	8155.72	2.0108	8155.85	2.30384	8155.72	2.26421	8155.47	2.25004	29.5083
1512579349732	22.25	8156	2.5	8155.72	2.0108	8155.85	2.30384	8155.72	2.26421	8155.47	2.25004	29.4953
1512579350768	22.26	8156	2.5	8155.72	2.0108	8155.85	2.30384	8155.72	2.26421	8155.47	2.25004	29.5018
Rebooting
FFC
1512579354460	22.09	8191.78	2.68225	8192.72	2.57423	8192.31	2.52932	8192.12	2.4379	8191.48	2.22695	29.5018
1512579355475	22.14	8184.78	1.85592	8184.44	1.95959	8184.38	2.2188	8184.48	2.10396	8183.48	1.75912	30.5426
1512579356514	22.17	8181.33	1.87083	8180.76	2.14631	8181.15	2.11527	8180.76	1.96384	8180.1	1.83304	30.3623
1512579357593	22.18	8181	1	8181.12	1.33292	8180.85	1.21423	8180.72	1.36991	8179.64	1.78916	30.3688
1512579358618	22.21	8181.89	2.36878	8182.04	1.92527	8182.08	1.97744	8181.8	1.95789	8181.19	2.03089	30.415
1512579359674	22.21	8187.33	2.34521	8188.16	2.73374	8187.77	2.35067	8187.32	2.7037	8186.5	2.30064	30.5696
1512579360784	22.24	8189.67	1.58114	8189.68	2.56125	8189.69	1.84321	8189.24	2.48797	8188.89	2.36149	30.731
